Provider,NumClaims,NumUniqueBeneficiaries,TotalReimbursed,AvgClaimAmount,AvgClaimDuration,AvgHospitalDuration,AvgAge,AdmissionRate,NumInpatientClaims,NumOutpatientClaims,PotentialFraud,ChronicCond_Alzheimer,ChronicCond_Heartfailure,ChronicCond_KidneyDisease,ChronicCond_Cancer,ChronicCond_ObstrPulmonary,ChronicCond_Depression,ChronicCond_Diabetes,ChronicCond_IschemicHeart,ChronicCond_Osteoporasis,ChronicCond_rheumatoidarthritis,ChronicCond_stroke,InpatientShare,OutpatientShare
PRV51729,19,19,3740,196.8421052631579,1.5789473684210527,0.0,76.6842105263158,0.0,0,19,No,1.8421052631578947,1.3157894736842106,1.5263157894736843,1.894736842105263,1.631578947368421,1.4736842105263157,1.3157894736842106,1.2105263157894737,1.631578947368421,1.7894736842105263,1.894736842105263,0.0,1.0
PRV51731,38,38,8720,229.47368421052633,2.8421052631578947,0.0,71.26315789473684,0.0,0,38,No,1.5,1.394736842105263,1.5,1.868421052631579,1.6842105263157894,1.4210526315789473,1.1578947368421053,1.236842105263158,1.631578947368421,1.5789473684210527,1.9736842105263157,0.0,1.0
PRV51732,12,12,6960,580.0,3.0833333333333335,0.0,70.66666666666667,0.0,0,12,No,1.9166666666666667,1.5,1.6666666666666667,1.9166666666666667,1.8333333333333333,1.8333333333333333,1.3333333333333333,1.3333333333333333,1.75,1.6666666666666667,1.9166666666666667,0.0,1.0
PRV51733,2,2,70,35.0,1.0,0.0,72.0,0.0,0,2,No,1.5,1.5,1.0,2.0,2.0,1.5,1.0,1.0,1.5,2.0,2.0,0.0,1.0
PRV51734,20,20,7900,395.0,2.0,0.0,77.55,0.0,0,20,No,1.55,1.6,1.7,1.85,1.8,1.7,1.3,1.15,1.65,1.7,1.9,0.0,1.0
PRV51735,4,4,350,87.5,1.0,0.0,75.25,0.0,0,4,No,1.0,1.25,1.5,2.0,1.25,1.0,1.0,1.25,2.0,1.5,2.0,0.0,1.0
PRV51736,21,21,5620,267.6190476190476,1.0,0.0,77.95238095238095,0.0,0,21,No,1.619047619047619,1.380952380952381,1.5238095238095237,1.7619047619047619,1.6666666666666667,1.5238095238095237,1.1428571428571428,1.2380952380952381,1.5714285714285714,1.7142857142857142,1.9047619047619047,0.0,1.0
PRV51737,152,106,50300,330.92105263157896,2.3157894736842106,0.0,72.23026315789474,0.0,0,152,No,1.6776315789473684,1.4013157894736843,1.605263157894737,1.881578947368421,1.7894736842105263,1.5723684210526316,1.2894736842105263,1.1710526315789473,1.611842105263158,1.618421052631579,1.9210526315789473,0.0,1.0
PRV51738,16,14,850,53.125,1.6875,0.0,75.3125,0.0,0,16,No,1.625,1.6875,1.9375,1.875,1.9375,1.625,1.5,1.3125,1.8125,1.6875,2.0,0.0,1.0
PRV51739,74,72,13700,185.13513513513513,1.5135135135135136,0.0,72.54054054054055,0.0,0,74,No,1.5135135135135136,1.364864864864865,1.5405405405405406,1.8918918918918919,1.6891891891891893,1.5945945945945945,1.3108108108108107,1.2432432432432432,1.5810810810810811,1.7027027027027026,1.9189189189189189,0.0,1.0
PRV51740,57,51,14010,245.78947368421052,2.9473684210526314,0.0,72.78947368421052,0.0,0,57,No,1.6666666666666667,1.5964912280701755,1.6491228070175439,1.894736842105263,1.7017543859649122,1.5614035087719298,1.2456140350877194,1.2280701754385965,1.7894736842105263,1.6140350877192982,1.9298245614035088,0.0,1.0
PRV51741,35,34,5190,148.28571428571428,3.057142857142857,0.0,72.91428571428571,0.0,0,35,No,1.7142857142857142,1.5142857142857142,1.5714285714285714,1.8285714285714285,1.7428571428571429,1.4857142857142858,1.2857142857142858,1.2857142857142858,1.6857142857142857,1.6285714285714286,1.9142857142857144,0.0,1.0
PRV51742,13,13,2830,217.69230769230768,2.6153846153846154,0.0,80.53846153846153,0.0,0,13,No,1.6923076923076923,1.4615384615384615,1.5384615384615385,1.9230769230769231,1.5384615384615385,1.4615384615384615,1.3076923076923077,1.2307692307692308,1.5384615384615385,1.6153846153846154,1.7692307692307692,0.0,1.0
PRV51743,118,115,29380,248.98305084745763,1.4491525423728813,0.0,72.88983050847457,0.0,0,118,No,1.5593220338983051,1.4830508474576272,1.6271186440677967,1.88135593220339,1.7203389830508475,1.61864406779661,1.3644067796610169,1.228813559322034,1.61864406779661,1.7372881355932204,1.9322033898305084,0.0,1.0
PRV51744,5,5,660,132.0,1.6,0.0,74.8,0.0,0,5,No,1.8,1.4,1.6,1.8,1.8,1.6,1.4,1.2,2.0,1.6,2.0,0.0,1.0
PRV51745,13,12,2290,176.15384615384616,1.3076923076923077,0.0,74.76923076923077,0.0,0,13,No,1.7692307692307692,1.8461538461538463,1.6923076923076923,1.8461538461538463,1.7692307692307692,1.5384615384615385,1.3846153846153846,1.2307692307692308,1.6153846153846154,1.8461538461538463,2.0,0.0,1.0
PRV51746,26,25,10490,403.46153846153845,3.576923076923077,0.0,73.42307692307692,0.0,0,26,No,1.5384615384615385,1.4230769230769231,1.7307692307692308,1.8076923076923077,1.8076923076923077,1.5769230769230769,1.2692307692307692,1.3846153846153846,1.6923076923076923,1.7307692307692308,1.9230769230769231,0.0,1.0
PRV51747,4,4,1500,375.0,1.0,0.0,65.5,0.0,0,4,No,1.25,1.75,1.5,1.75,1.5,1.5,1.25,1.0,1.75,2.0,1.75,0.0,1.0
PRV51748,18,18,8060,447.77777777777777,2.611111111111111,0.0,73.72222222222223,0.0,0,18,No,1.4444444444444444,1.2222222222222223,1.7222222222222223,1.7222222222222223,1.6666666666666667,1.4444444444444444,1.2222222222222223,1.1666666666666667,1.7777777777777777,1.7777777777777777,1.8333333333333333,0.0,1.0
PRV51749,6,6,2780,463.3333333333333,4.333333333333333,0.0,71.66666666666667,0.0,0,6,No,1.6666666666666667,1.5,1.5,2.0,1.6666666666666667,1.5,1.1666666666666667,1.1666666666666667,1.5,2.0,2.0,0.0,1.0
PRV51750,3,3,1600,533.3333333333334,1.0,0.0,77.33333333333333,0.0,0,3,No,1.6666666666666667,1.6666666666666667,2.0,2.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,1.6666666666666667,1.6666666666666667,2.0,0.0,1.0
PRV51751,2,2,900,450.0,4.5,0.0,75.0,0.0,0,2,No,2.0,1.5,1.5,2.0,1.5,1.5,2.0,1.5,2.0,1.5,2.0,0.0,1.0
PRV51752,87,69,32740,376.32183908045977,2.942528735632184,0.0,72.6896551724138,0.0,0,87,No,1.632183908045977,1.3908045977011494,1.5977011494252873,1.896551724137931,1.6896551724137931,1.5057471264367817,1.2758620689655173,1.2183908045977012,1.6436781609195403,1.7126436781609196,1.9080459770114941,0.0,1.0
PRV51753,4,4,1210,302.5,6.25,0.0,75.0,0.0,0,4,No,1.75,1.25,1.75,2.0,1.75,1.75,1.5,1.25,1.75,1.75,2.0,0.0,1.0
PRV51754,9,9,2120,235.55555555555554,1.0,0.0,68.77777777777777,0.0,0,9,No,1.7777777777777777,1.4444444444444444,1.5555555555555556,1.8888888888888888,1.5555555555555556,1.6666666666666667,1.2222222222222223,1.5555555555555556,1.7777777777777777,1.7777777777777777,2.0,0.0,1.0
PRV51755,6,6,590,98.33333333333333,4.333333333333333,0.0,69.5,0.0,0,6,No,1.8333333333333333,1.1666666666666667,1.3333333333333333,2.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.5,2.0,0.0,1.0
PRV51758,7,7,910,130.0,3.857142857142857,0.0,77.57142857142857,0.0,0,7,No,1.5714285714285714,1.5714285714285714,1.4285714285714286,2.0,1.7142857142857142,1.5714285714285714,1.2857142857142858,1.4285714285714286,1.2857142857142858,1.7142857142857142,1.7142857142857142,0.0,1.0
PRV51759,13,13,1090,83.84615384615384,2.5384615384615383,0.0,73.76923076923077,0.0,0,13,No,1.3846153846153846,1.3846153846153846,1.3076923076923077,1.9230769230769231,1.6153846153846154,1.5384615384615385,1.3076923076923077,1.2307692307692308,1.6923076923076923,1.7692307692307692,1.8461538461538463,0.0,1.0
PRV51761,11,11,1870,170.0,2.909090909090909,0.0,66.54545454545455,0.0,0,11,No,1.7272727272727273,1.6363636363636365,1.5454545454545454,1.8181818181818181,1.6363636363636365,1.4545454545454546,1.0909090909090908,1.3636363636363635,1.5454545454545454,1.7272727272727273,2.0,0.0,1.0
PRV51762,14,14,3100,221.42857142857142,1.0714285714285714,0.0,76.07142857142857,0.0,0,14,No,1.7142857142857142,1.5,1.7142857142857142,1.7142857142857142,1.5714285714285714,1.5714285714285714,1.3571428571428572,1.2857142857142858,1.5714285714285714,1.7142857142857142,2.0,0.0,1.0
PRV51763,11,11,3960,360.0,1.6363636363636365,0.0,67.0,0.0,0,11,No,1.6363636363636365,1.5454545454545454,1.8181818181818181,1.9090909090909092,1.7272727272727273,1.5454545454545454,1.4545454545454546,1.3636363636363635,1.6363636363636365,1.5454545454545454,1.8181818181818181,0.0,1.0
PRV51764,33,33,6060,183.63636363636363,2.515151515151515,0.0,73.12121212121212,0.0,0,33,No,1.6363636363636365,1.393939393939394,1.606060606060606,1.7272727272727273,1.7878787878787878,1.6363636363636365,1.2424242424242424,1.2121212121212122,1.7575757575757576,1.6666666666666667,1.9696969696969697,0.0,1.0
PRV51765,14,14,2870,205.0,1.0714285714285714,0.0,72.35714285714286,0.0,0,14,No,1.7142857142857142,1.4285714285714286,1.6428571428571428,2.0,1.7857142857142858,1.7142857142857142,1.2142857142857142,1.2857142857142858,1.7857142857142858,1.7142857142857142,1.9285714285714286,0.0,1.0
PRV51766,23,23,2290,99.56521739130434,3.260869565217391,0.0,75.65217391304348,0.0,0,23,No,1.5217391304347827,1.434782608695652,1.826086956521739,1.826086956521739,1.8695652173913044,1.608695652173913,1.2173913043478262,1.2608695652173914,1.7826086956521738,1.7391304347826086,1.9130434782608696,0.0,1.0
PRV51767,12,12,4060,338.3333333333333,1.0833333333333333,0.0,71.66666666666667,0.0,0,12,No,1.75,1.5,1.75,1.8333333333333333,1.75,1.5833333333333333,1.1666666666666667,1.25,1.9166666666666667,1.6666666666666667,1.9166666666666667,0.0,1.0
PRV51769,15,15,4800,320.0,1.2,0.0,72.66666666666667,0.0,0,15,No,1.8,1.3333333333333333,1.5333333333333334,1.8,1.6666666666666667,1.4666666666666666,1.3333333333333333,1.2,1.6666666666666667,1.5333333333333334,1.9333333333333333,0.0,1.0
PRV51770,15,15,6820,454.6666666666667,2.6666666666666665,0.0,69.73333333333333,0.0,0,15,No,1.7333333333333334,1.4,1.6666666666666667,1.8,1.9333333333333333,1.8,1.4,1.2,1.6666666666666667,1.8,1.8666666666666667,0.0,1.0
PRV51771,40,34,8530,213.25,1.675,0.0,73.725,0.0,0,40,No,1.675,1.525,1.675,1.9,1.675,1.625,1.425,1.375,1.8,1.85,1.95,0.0,1.0
PRV51773,5,5,760,152.0,1.0,0.0,80.0,0.0,0,5,No,1.8,1.6,1.8,1.8,1.6,1.0,1.2,1.2,1.4,1.8,1.6,0.0,1.0
PRV51774,3,3,2990,996.6666666666666,7.666666666666667,0.0,73.66666666666667,0.0,0,3,No,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.0,0.0,1.0
PRV51775,39,36,9610,246.4102564102564,1.4615384615384615,0.0,73.64102564102564,0.0,0,39,No,1.641025641025641,1.358974358974359,1.5897435897435896,1.8974358974358974,1.6666666666666667,1.5128205128205128,1.205128205128205,1.205128205128205,1.7179487179487178,1.641025641025641,1.9230769230769231,0.0,1.0
PRV51776,54,31,12640,234.07407407407408,1.962962962962963,0.0,73.62962962962963,0.0,0,54,No,1.6481481481481481,1.5,1.6851851851851851,1.8518518518518519,1.7037037037037037,1.5555555555555556,1.4814814814814814,1.4814814814814814,1.7037037037037037,1.7407407407407407,1.9814814814814814,0.0,1.0
PRV51778,3,3,250,83.33333333333333,1.0,0.0,70.33333333333333,0.0,0,3,No,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,2.0,1.3333333333333333,1.0,1.0,1.6666666666666667,2.0,1.6666666666666667,0.0,1.0
PRV51779,24,22,7690,320.4166666666667,2.7083333333333335,0.0,75.41666666666667,0.0,0,24,No,1.6666666666666667,1.375,1.5,1.9583333333333333,1.625,1.375,1.2916666666666667,1.2916666666666667,1.7083333333333333,1.5833333333333333,2.0,0.0,1.0
PRV51780,34,16,5120,150.58823529411765,1.0,0.0,72.23529411764706,0.0,0,34,No,1.7058823529411764,1.5294117647058822,1.7058823529411764,1.9705882352941178,1.7647058823529411,1.6470588235294117,1.3529411764705883,1.2352941176470589,1.2941176470588236,1.7647058823529411,1.8823529411764706,0.0,1.0
PRV51781,24,20,3000,125.0,2.7916666666666665,0.0,71.75,0.0,0,24,No,1.5833333333333333,1.5,1.4583333333333333,1.8333333333333333,1.7916666666666667,1.5416666666666667,1.25,1.1666666666666667,1.75,1.5833333333333333,1.875,0.0,1.0
PRV51784,8,7,3820,477.5,4.125,0.0,69.0,0.0,0,8,No,1.625,1.375,1.5,1.75,1.75,1.375,1.25,1.25,1.5,1.5,2.0,0.0,1.0
PRV51786,5,4,280,56.0,3.8,0.0,64.6,0.0,0,5,No,1.4,1.8,2.0,1.6,2.0,1.8,1.2,1.2,1.6,2.0,2.0,0.0,1.0
PRV51787,3,3,150,50.0,5.666666666666667,0.0,76.0,0.0,0,3,No,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.0,1.6666666666666667,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.0,0.0,1.0
PRV51788,139,85,38790,279.0647482014389,2.035971223021583,0.0,73.57553956834532,0.0,0,139,No,1.5971223021582734,1.330935251798561,1.5539568345323742,1.8992805755395683,1.6546762589928057,1.5179856115107915,1.2446043165467626,1.1726618705035972,1.5683453237410072,1.6402877697841727,1.8345323741007193,0.0,1.0
PRV51789,32,28,6940,216.875,1.15625,0.0,74.90625,0.0,0,32,No,1.71875,1.53125,1.71875,1.96875,1.75,1.5625,1.28125,1.21875,1.71875,1.625,1.875,0.0,1.0
PRV51790,76,74,18580,244.47368421052633,1.9210526315789473,0.0,72.78947368421052,0.0,0,76,No,1.618421052631579,1.263157894736842,1.5657894736842106,1.8289473684210527,1.6710526315789473,1.5526315789473684,1.263157894736842,1.2105263157894737,1.6578947368421053,1.6578947368421053,1.868421052631579,0.0,1.0
PRV51792,46,26,21390,465.0,3.4130434782608696,0.0,74.54347826086956,0.0,0,46,No,1.8043478260869565,1.3043478260869565,1.5217391304347827,1.891304347826087,1.4565217391304348,1.4782608695652173,1.3043478260869565,1.2608695652173914,1.8043478260869565,1.8478260869565217,1.934782608695652,0.0,1.0
PRV51793,25,12,5000,200.0,3.12,0.0,65.12,0.0,0,25,No,1.64,1.28,1.56,1.76,1.72,1.32,1.28,1.04,1.48,1.52,2.0,0.0,1.0
PRV51794,11,11,2020,183.63636363636363,4.181818181818182,0.0,76.18181818181819,0.0,0,11,No,1.6363636363636365,1.3636363636363635,1.5454545454545454,1.8181818181818181,1.6363636363636365,1.5454545454545454,1.3636363636363635,1.3636363636363635,1.6363636363636365,1.7272727272727273,1.9090909090909092,0.0,1.0
PRV51795,36,26,7510,208.61111111111111,2.361111111111111,0.0,74.05555555555556,0.0,0,36,No,1.5555555555555556,1.3888888888888888,1.6666666666666667,1.9722222222222223,1.8055555555555556,1.6111111111111112,1.2777777777777777,1.1388888888888888,1.6111111111111112,1.75,1.7222222222222223,0.0,1.0
PRV51796,4,4,140,35.0,1.0,0.0,73.0,0.0,0,4,No,1.75,1.75,1.5,2.0,1.75,1.75,1.5,1.25,1.75,1.75,2.0,0.0,1.0
PRV51797,5,4,450,90.0,8.6,0.0,64.4,0.0,0,5,No,1.4,1.8,1.8,2.0,1.6,1.2,1.8,1.2,1.8,1.8,1.8,0.0,1.0
PRV51798,10,8,1420,142.0,1.1,0.0,76.1,0.0,0,10,No,1.6,1.6,1.9,1.8,1.8,1.7,1.4,1.6,1.2,1.8,2.0,0.0,1.0
PRV51799,3,3,730,243.33333333333334,2.0,0.0,82.33333333333333,0.0,0,3,No,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,2.0,2.0,0.0,1.0
PRV51801,20,20,5030,251.5,1.1,0.0,79.65,0.0,0,20,No,1.6,1.25,1.5,1.95,1.65,1.8,1.1,1.25,1.6,1.75,1.85,0.0,1.0
PRV51802,24,22,4930,205.41666666666666,2.9583333333333335,0.0,78.66666666666667,0.0,0,24,No,1.6666666666666667,1.5,1.6666666666666667,1.9583333333333333,1.5833333333333333,1.6666666666666667,1.25,1.0833333333333333,1.7083333333333333,1.75,1.875,0.0,1.0
PRV51803,5,5,33570,6714.0,2.6,1.4,74.2,0.4,2,3,No,1.8,1.2,1.2,1.6,1.4,1.8,1.0,1.2,1.8,1.4,1.8,0.4,0.6
PRV51805,3,3,67000,22333.333333333332,13.0,12.0,71.0,1.0,3,0,Yes,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,1.6666666666666667,2.0,1.0,0.0
PRV51806,1,1,13000,13000.0,5.0,4.0,69.0,1.0,1,0,No,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0
PRV51807,7,7,98000,14000.0,5.714285714285714,4.714285714285714,77.71428571428571,1.0,7,0,No,1.4285714285714286,1.1428571428571428,1.2857142857142858,1.7142857142857142,1.5714285714285714,1.8571428571428572,1.0,1.1428571428571428,1.7142857142857142,1.8571428571428572,1.4285714285714286,1.0,0.0
PRV51809,27,26,242020,8963.703703703704,6.888888888888889,5.888888888888889,74.03703703703704,1.0,27,0,No,1.4814814814814814,1.3703703703703705,1.4074074074074074,1.9259259259259258,1.5925925925925926,1.2222222222222223,1.1851851851851851,1.1851851851851851,1.8148148148148149,1.7037037037037037,1.7777777777777777,1.0,0.0
PRV51810,3,3,29000,9666.666666666666,5.666666666666667,4.666666666666667,83.33333333333333,1.0,3,0,No,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.0,2.0,1.0,0.0
PRV51811,15,15,199000,13266.666666666666,6.466666666666667,5.466666666666667,70.0,1.0,15,0,No,1.6666666666666667,1.2,1.5333333333333334,1.9333333333333333,1.5333333333333334,1.4,1.3333333333333333,1.2,1.6,1.7333333333333334,1.7333333333333334,1.0,0.0
PRV51812,1,1,6000,6000.0,8.0,7.0,57.0,1.0,1,0,No,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0
PRV51813,10,10,110000,11000.0,9.1,8.1,76.3,1.0,10,0,No,1.6,1.1,1.5,2.0,1.7,1.4,1.2,1.1,1.6,1.8,2.0,1.0,0.0
PRV51815,5,5,810,162.0,1.0,0.0,64.4,0.0,0,5,No,2.0,1.4,1.8,1.8,1.4,1.2,1.6,1.4,1.2,1.6,2.0,0.0,1.0
PRV51816,7,7,68000,9714.285714285714,4.857142857142857,3.857142857142857,72.57142857142857,1.0,7,0,No,1.4285714285714286,1.1428571428571428,1.2857142857142858,1.8571428571428572,1.4285714285714286,1.7142857142857142,1.1428571428571428,1.1428571428571428,1.8571428571428572,1.4285714285714286,1.7142857142857142,1.0,0.0
PRV51818,29,27,267000,9206.896551724138,7.0,6.0,73.13793103448276,1.0,29,0,Yes,1.4482758620689655,1.5172413793103448,1.4137931034482758,1.896551724137931,1.6206896551724137,1.2758620689655173,1.206896551724138,1.206896551724138,1.7586206896551724,1.4827586206896552,1.793103448275862,1.0,0.0
PRV51819,3,3,7050,2350.0,5.0,4.0,78.33333333333333,0.6666666666666666,2,1,No,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.0,0.6666666666666666,0.3333333333333333
PRV51820,5,5,25000,5000.0,5.0,4.0,79.2,1.0,5,0,No,1.4,1.4,1.6,1.6,1.6,1.8,1.0,1.0,1.8,1.4,2.0,1.0,0.0
PRV51821,10,10,138000,13800.0,12.5,11.5,72.9,1.0,10,0,No,1.5,1.4,1.3,2.0,1.3,1.5,1.2,1.0,1.7,1.5,1.7,1.0,0.0
PRV51822,1,1,600,600.0,18.0,17.0,88.0,1.0,1,0,No,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0
PRV51823,11,11,44530,4048.181818181818,4.818181818181818,3.727272727272727,71.45454545454545,0.7272727272727273,8,3,No,1.5454545454545454,1.3636363636363635,1.5454545454545454,1.8181818181818181,1.3636363636363635,1.5454545454545454,1.2727272727272727,1.1818181818181819,1.8181818181818181,1.8181818181818181,1.8181818181818181,0.7272727272727273,0.2727272727272727
PRV51824,10,9,59900,5990.0,7.9,6.9,65.5,1.0,10,0,No,1.8,1.1,1.1,1.8,1.5,1.5,1.1,1.0,1.6,1.4,1.5,1.0,0.0
PRV51826,21,20,265000,12619.047619047618,6.809523809523809,5.809523809523809,68.52380952380952,1.0,21,0,Yes,1.6666666666666667,1.3333333333333333,1.380952380952381,1.8095238095238095,1.619047619047619,1.5238095238095237,1.2380952380952381,1.1904761904761905,1.6666666666666667,1.5238095238095237,1.8095238095238095,1.0,0.0
PRV51827,18,17,130000,7222.222222222223,7.722222222222222,6.722222222222222,68.66666666666667,1.0,18,0,No,1.3888888888888888,1.2777777777777777,1.3333333333333333,1.8333333333333333,1.4444444444444444,1.5,1.0,1.1666666666666667,1.4444444444444444,1.6666666666666667,1.8888888888888888,1.0,0.0
PRV51828,11,11,111000,10090.90909090909,4.363636363636363,3.3636363636363638,74.63636363636364,1.0,11,0,No,1.3636363636363635,1.2727272727272727,1.3636363636363635,1.6363636363636365,1.5454545454545454,1.3636363636363635,1.1818181818181819,1.0,1.7272727272727273,1.5454545454545454,2.0,1.0,0.0
PRV51829,5,5,36000,7200.0,11.0,10.0,74.2,1.0,5,0,No,1.2,1.0,1.6,2.0,1.4,1.4,1.2,1.0,1.6,1.8,1.8,1.0,0.0
PRV51830,6,6,20000,3333.3333333333335,5.0,4.0,68.66666666666667,1.0,6,0,No,1.5,1.5,1.5,1.8333333333333333,1.5,1.5,1.3333333333333333,1.3333333333333333,1.8333333333333333,1.8333333333333333,2.0,1.0,0.0
PRV51831,2,2,28000,14000.0,5.0,4.0,66.0,1.0,2,0,No,1.5,1.5,1.5,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0
PRV51833,3,3,15000,5000.0,4.333333333333333,3.3333333333333335,80.0,1.0,3,0,No,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,1.6666666666666667,2.0,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,1.0,0.0
PRV51836,1794,644,505000,281.4938684503902,2.551282051282051,0.0,74.0613154960981,0.0,0,1794,Yes,1.5752508361204014,1.4866220735785953,1.6566332218506132,1.8556298773690079,1.6967670011148273,1.6176142697881828,1.3338907469342252,1.2474916387959867,1.701226309921962,1.681159420289855,1.9186176142697882,0.0,1.0
PRV51837,104,99,200310,1926.0576923076924,3.3653846153846154,1.0096153846153846,73.78846153846153,0.14423076923076922,15,89,No,1.6634615384615385,1.3846153846153846,1.6442307692307692,1.8365384615384615,1.6538461538461537,1.6826923076923077,1.4519230769230769,1.2980769230769231,1.6826923076923077,1.7692307692307692,1.9134615384615385,0.14423076923076922,0.8557692307692307
PRV51838,200,169,54000,270.0,2.045,0.0,73.275,0.0,0,200,No,1.63,1.44,1.63,1.81,1.625,1.54,1.32,1.33,1.71,1.71,1.875,0.0,1.0
PRV51840,118,111,380600,3225.423728813559,3.9661016949152543,1.9661016949152543,72.36440677966101,0.3305084745762712,39,79,Yes,1.5677966101694916,1.4067796610169492,1.6016949152542372,1.8983050847457628,1.6610169491525424,1.6271186440677967,1.3305084745762712,1.2457627118644068,1.6694915254237288,1.7203389830508475,1.8644067796610169,0.3305084745762712,0.6694915254237288
PRV51841,56,52,132310,2362.6785714285716,2.767857142857143,0.8392857142857143,72.71428571428571,0.14285714285714285,8,48,No,1.5714285714285714,1.3392857142857142,1.5178571428571428,1.875,1.6071428571428572,1.5714285714285714,1.2142857142857142,1.2678571428571428,1.6607142857142858,1.6428571428571428,1.9107142857142858,0.14285714285714285,0.8571428571428571
PRV51842,294,223,1220600,4151.700680272109,4.078231292517007,1.9489795918367347,70.83333333333333,0.3979591836734694,117,177,Yes,1.6326530612244898,1.4081632653061225,1.5238095238095237,1.8673469387755102,1.6122448979591837,1.564625850340136,1.2687074829931972,1.2857142857142858,1.7687074829931972,1.7006802721088434,1.9081632653061225,0.3979591836734694,0.6020408163265306
PRV51843,50,36,18810,376.2,2.6,0.0,71.8,0.0,0,50,No,1.64,1.46,1.62,1.88,1.76,1.72,1.44,1.38,1.8,1.56,1.9,0.0,1.0
PRV51845,45,40,110280,2450.6666666666665,2.977777777777778,1.1555555555555554,72.06666666666666,0.24444444444444444,11,34,No,1.6222222222222222,1.3555555555555556,1.6222222222222222,1.8888888888888888,1.7333333333333334,1.5555555555555556,1.3777777777777778,1.2222222222222223,1.7777777777777777,1.7555555555555555,1.9555555555555555,0.24444444444444444,0.7555555555555555
PRV51846,29,25,19070,657.5862068965517,2.2413793103448274,0.3103448275862069,65.58620689655173,0.06896551724137931,2,27,No,1.5172413793103448,1.5172413793103448,1.6206896551724137,1.8275862068965518,1.6896551724137931,1.4827586206896552,1.3793103448275863,1.206896551724138,1.7586206896551724,1.6551724137931034,1.9310344827586208,0.06896551724137931,0.9310344827586207
PRV51847,42,38,9420,224.28571428571428,1.8333333333333333,0.0,74.85714285714286,0.0,0,42,No,1.6666666666666667,1.4523809523809523,1.6904761904761905,1.8095238095238095,1.7380952380952381,1.7857142857142858,1.4523809523809523,1.2380952380952381,1.619047619047619,1.6904761904761905,1.9523809523809523,0.0,1.0
PRV51848,57,55,15680,275.0877192982456,1.894736842105263,0.0,74.2280701754386,0.0,0,57,No,1.5789473684210527,1.368421052631579,1.631578947368421,1.8596491228070176,1.7894736842105263,1.5263157894736843,1.368421052631579,1.2982456140350878,1.7543859649122806,1.736842105263158,1.8070175438596492,0.0,1.0
PRV51849,146,111,50620,346.71232876712327,2.041095890410959,0.06164383561643835,74.73287671232876,0.02054794520547945,3,143,No,1.5342465753424657,1.452054794520548,1.7671232876712328,1.86986301369863,1.7123287671232876,1.6232876712328768,1.2945205479452055,1.3013698630136987,1.6986301369863013,1.7534246575342465,1.9246575342465753,0.02054794520547945,0.9794520547945206
PRV51851,472,336,669490,1418.4110169491526,2.792372881355932,0.5360169491525424,72.47669491525424,0.11228813559322035,53,419,Yes,1.576271186440678,1.4491525423728813,1.5995762711864407,1.8432203389830508,1.6970338983050848,1.6165254237288136,1.3241525423728813,1.2372881355932204,1.7139830508474576,1.646186440677966,1.9004237288135593,0.11228813559322035,0.8877118644067796
PRV51852,19,18,7740,407.36842105263156,1.1578947368421053,0.0,76.47368421052632,0.0,0,19,No,1.4736842105263157,1.368421052631579,1.736842105263158,1.7894736842105263,1.7894736842105263,1.631578947368421,1.263157894736842,1.263157894736842,1.7894736842105263,1.7894736842105263,2.0,0.0,1.0
PRV51855,120,92,145170,1209.75,3.058333333333333,0.5,70.59166666666667,0.13333333333333333,16,104,No,1.575,1.4166666666666667,1.6666666666666667,1.9,1.7166666666666666,1.6166666666666667,1.375,1.2666666666666666,1.7833333333333334,1.6666666666666667,1.9666666666666666,0.13333333333333333,0.8666666666666667
